client_id	path	sentence
4	alafasy/001001.mp3	bis mil lā hir raḥ mā nir ra ḥīm
4	alafasy/001002.mp3	al ḥam du lil lā hi rab bil 'ā la mīn
4	alafasy/001003.mp3	ar raḥ mā nir ra ḥīm
4	alafasy/001004.mp3	mā li ki yau mid dīn
4	alafasy/001005.mp3	iy yā ka na' bu du wa iy yā ka nas ta 'īn
4	alafasy/001006.mp3	ih di naṣ ṣi rā ṭal mus ta qīm
4	alafasy/001007.mp3	ṣi rā ṭal la żī na an 'am ta 'a lai him gai ril mag ḍụ bi 'a lai him wa laḍ ḍāl līn
4	alafasy/002001.mp3	a lif lām mīm
4	alafasy/002002.mp3	żā li kal ki tā bu lā rai ba fīh , hu dal lil mut ta qīn
4	alafasy/002003.mp3	al la żī na yu` mi nụ na bil gai bi wa yu qī mụ naṣ ṣa lā ta wa mim mā ra zaq nā hum yun fi qụn
4	alafasy/002005.mp3	u lā `i ka 'a lā hu dam mir rab bi him wa u lā `i ka hu mul muf li ḥụn
4	alafasy/002008.mp3	wa mi nan nā si may ya qụ lu ā man nā bil lā hi wa bil yau mil ā khi ri wa mā hum bi mu` mi nīn
4	alafasy/002011.mp3	wa i żā qī la la hum lā tuf si dụ fil ar ḍi qā lū in na mā naḥ nu muṣ li ḥụn
4	alafasy/002012.mp3	a lā in na hum hu mul muf si dụ na wa lā kil lā yasy 'u rụn
4	alafasy/002015.mp3	all llā hu yas tah zi `u bi him wa ya mud du hum fī ṭug yā ni him ya' ma hụn
4	alafasy/002018.mp3	ṣum mum buk mun 'um yun fa hum lā yar ji 'ụn
4	alafasy/002037.mp3	fa ta laq qā ā da mu mir rab bi hī ka li mā tin fa tā ba 'a laīh , in na hụ hu wat taw wā bur ra ḥīm
4	alafasy/002042.mp3	wa lā tal bi sul ḥaq qa bil bā ṭi li wa tak tu mul ḥaq qa wa an tum ta' la mụn
4	alafasy/002043.mp3	wa a qī muṣ ṣa lā ta wa ā tuz za kā ta war ka 'ụ ma 'ar rā ki 'īn
4	alafasy/002045.mp3	was ta 'ī nụ biṣ ṣab ri waṣ ṣa lāh , wa in na hā la ka bī ra tun il lā 'a lal khā syi 'īn
4	alafasy/002046.mp3	al la żī na ya ẓun nụ na an na hum mu lā qụ rab bi him wa an na hum i lai hi rā ji 'ụn
4	alafasy/002052.mp3	ṡum ma 'a fau nā 'ang kum mim ba' di żā li ka la 'al la kum tasy ku rụn
4	alafasy/002053.mp3	wa iż ā tai nā mụ sal ki tā ba wal fur qā na la 'al la kum tah ta dụn
4	alafasy/002056.mp3	ṡum ma ba 'aṡ nā kum mim ba' di mau ti kum la 'al la kum tasy ku rụn
4	alafasy/002066.mp3	fa ja 'al nā hā na kā lal li mā bai na ya dai hā wa mā khal fa hā wa mau 'i ẓa tal lil mut ta qīn
4	alafasy/002072.mp3	wa iż qa tal tum naf san fad dā ra' tum fī hā , wall llā hu mukh ri jum mā kun tum tak tu mụn
4	alafasy/002077.mp3	a wa lā ya' la mụ na an nall llā ha ya' la mu mā yu sir rụ na wa mā yu' li nụn
4	alafasy/002088.mp3	wa qā lụ qu lụ bu nā gulf , bal la 'a na hu mull llā hu bi kuf ri him fa qa lī lam mā yu` mi nụn
4	alafasy/002095.mp3	wa lay ya ta man nau hu a ba dam bi mā qad da mat ai dī him , wall llā hu 'a lī mum biẓ ẓā li mīn
4	alafasy/002099.mp3	wa la qad an zal nā i lai ka ā yā tim bay yi nāt , wa mā yak fu ru bi hā il lal fā si qụn
4	alafasy/002100.mp3	a wa kul la mā 'ā ha dụ 'ah dan na ba ża hụ fa rī qum min hum , bal ak ṡa ru hum lā yu` mi nụn
4	alafasy/002117.mp3	ba dī 'us sa mā wā ti wal arḍ , wa i żā qa ḍā am ran fa in na mā ya qụ lu la hụ kun fa ya kụn
4	alafasy/002119.mp3	in nā ar sal nā ka bil ḥaq qi ba syī raw wa na żī raw wa lā tus `a lu 'an aṣ ḥā bil ja ḥīm
